PKC,PKA,Raf,Mek,Erk,Akt,PIP2,PIP3,JNK,P38,Plcg
0.4692680899768591,2.2833148568116304,0.6911979468653777,1.0888740539349415,1.932121207531328,1.8307493538463588,1.020424103151822,1.6280778205245576,1.2554219778741942,1.3635558648348907,1.781258354898527
3.010121430917521,0.22958882816083334,1.174850579538451,1.9897600911936684,1.2666950927341436,0.7680977085950909,1.8116947431094892,1.7027714516941885,1.4680057531648412,1.0808050674823837,0.16288443450302573
1.3167456935454493,0.21157042980881585,0.9388771296902703,1.5092493699944365,0.7788021826251782,0.7289128597909793,2.199741170250686,3.860729114137212,0.35266823877884745,0.3549581061789972,0.0393559467125861
0.9129425537759532,0.03723434185767217,0.6544050583850498,0.06584502940044623,0.10640225111379768,0.27595213757119874,0.24144938309967356,0.696893250375225,0.3426707984193196,0.2487336249394644,2.1109829503091224
0.16962487046234628,0.6387857932954639,0.2423689171778271,0.8334258504798407,0.511164631631815,0.6858680287767347,0.46296444733359216,0.6068903676830766,0.6297577208400924,0.40940187515593457,0.37823896730845674
0.16959629191460518,0.8320441036761805,0.8309143700998394,0.23958997936504906,0.5570380679794189,0.3713545234496014,0.3918442319808475,1.4002943266900159,0.807611999106415,0.841936529246811,0.13808908649535548
0.059838768608680676,0.06796694017915647,0.08973864381490025,0.0062092251137229465,0.2269496275411221,-0.43173905129476864,0.0961809654939999,0.1421059421907458,0.3451977108020033,-0.34422761487688047,0.6319791526968982
2.0112308644799395,1.4940025935983723,1.099844505447919,1.7649806864090505,1.825983787654079,1.3926771041479682,1.3780740745886062,0.7916766671208308,1.064958909714488,1.4555457592245349,0.9120648626902552
0.9190821536272645,0.6038346502936217,0.33323770714334616,0.9505525356902731,0.6616176771521289,0.8728322462560811,0.8251511732227428,0.7902036044492414,1.0260185007293012,0.7128431924282403,0.031460330526255714
1.2312500617045903,0.7431576545925969,0.5758971744019773,0.589493891425741,0.8079064597556666,1.1192526499722015,0.32242656582479395,0.09373186109627052,0.3613325057077127,0.3139671216893043,0.32143971483750466
